temp_c,temp_max_c,temp_min_c,rain_mm,wind_kmh,wind_gust_kmh,humidity,conditions,venue,date_str,lat,lon
12.4,13.8,11.1,2.373,18.1,31.3,93.5,"Rain, Overcast",Adelaide Oval,2023-08-19,-34.9156,138.5961
14.9,16.6,12.1,0.0,42.5,63.7,79.1,Partially cloudy,York Park,2016-05-14,-41.4281,147.1383
14.4,16.8,11.9,4.762,20.5,32.4,89.3,"Rain, Partially cloudy",Adelaide Oval,2018-05-18,-34.9156,138.5961
23.9,28.5,19.5,0.0,13.0,39.2,63.7,Partially cloudy,Gabba,2022-03-19,-27.4858,153.0381
14.9,17.0,9.0,6.494,23.7,41.0,73.9,"Rain, Partially cloudy",Subiaco,2016-06-04,-31.9444,115.8308
13.0,19.6,7.4,0.0,21.7,28.1,63.1,Clear,S.C.G.,2017-08-26,-33.8917,151.2247
15.8,22.7,8.2,0.0,22.6,36.4,58.3,Clear,Subiaco,2017-04-08,-31.9444,115.8308
17.1,23.0,11.7,0.0,17.8,28.1,73.5,Partially cloudy,Subiaco,2015-08-16,-31.9444,115.8308
17.4,27.0,9.3,0.018,21.0,29.9,65.2,Rain,Perth Stadium,2018-09-22,-31.9512,115.8891
11.4,14.8,8.4,0.128,15.8,34.6,79.6,"Rain, Partially cloudy",Docklands,2021-06-27,-37.8165,144.9475
14.9,19.2,10.9,0.458,32.8,46.4,83.2,"Rain, Partially cloudy",M.C.G.,2014-05-25,-37.82,144.9834
11.4,13.4,9.6,2.192,26.1,73.1,66.7,"Rain, Partially cloudy",M.C.G.,2022-06-05,-37.82,144.9834
14.7,18.6,11.5,7.204,23.6,57.2,70.3,"Rain, Partially cloudy",M.C.G.,2023-07-28,-37.82,144.9834
24.0,30.8,18.5,0.0,31.7,40.3,54.3,Partially cloudy,Adelaide Oval,2018-03-24,-34.9156,138.5961
16.4,23.3,10.5,0.011,16.6,31.3,65.2,Rain,Carrara,2025-08-16,-28.0067,153.3667
11.4,14.6,7.1,0.026,14.8,29.5,65.7,"Rain, Partially cloudy",M.C.G.,2023-09-22,-37.82,144.9834
12.8,21.7,4.8,0.009,9.2,18.7,75.0,"Rain, Partially cloudy",Perth Stadium,2023-08-06,-31.9512,115.8891
10.5,15.2,5.4,0.0,12.6,24.8,72.8,Clear,Adelaide Oval,2020-07-25,-34.9156,138.5961
18.4,25.4,12.4,0.0,25.7,54.0,59.1,Partially cloudy,Subiaco,2014-08-17,-31.9444,115.8308
14.5,16.0,12.8,1.253,13.2,47.9,73.7,"Rain, Overcast",M.C.G.,2018-05-20,-37.82,144.9834
12.2,15.2,9.5,0.858,16.3,31.0,79.3,"Rain, Partially cloudy",S.C.G.,2016-08-06,-33.8917,151.2247
15.0,18.6,9.6,0.0,16.7,38.2,56.6,Partially cloudy,M.C.G.,2016-03-28,-37.82,144.9834
20.6,30.0,12.8,0.0,9.5,18.4,57.5,Partially cloudy,Docklands,2021-04-02,-37.8165,144.9475
14.4,18.7,12.7,0.068,14.7,29.2,64.2,"Rain, Partially cloudy",Docklands,2023-08-20,-37.8165,144.9475
13.9,17.5,7.2,0.0,25.8,39.2,71.6,Partially cloudy,GMHBA Stadium,2015-04-12,-38.1581,144.3547
8.4,12.0,4.8,0.396,13.0,32.0,76.3,"Rain, Partially cloudy",M.C.G.,2017-06-30,-37.82,144.9834
14.6,17.1,12.3,0.212,13.0,0.0,76.0,"Rain, Partially cloudy",Football Park,2013-05-25,-34.88,138.4964
12.2,16.1,6.9,0.0,14.8,0.0,77.7,Partially cloudy,Football Park,2013-06-08,-34.88,138.4964
9.7,17.5,2.9,0.09,14.2,28.4,81.9,"Rain, Partially cloudy",Docklands,2015-06-13,-37.8165,144.9475
9.4,13.5,6.5,5.985,44.4,69.5,79.2,"Rain, Partially cloudy",GMHBA Stadium,2018-08-18,-38.1581,144.3547
9.1,15.4,3.7,0.006,27.0,50.8,71.2,"Rain, Partially cloudy",Docklands,2024-08-02,-37.8165,144.9475
18.4,22.8,16.6,1.986,14.7,31.3,86.6,"Rain, Partially cloudy",Sydney Showground,2017-05-20,-33.8447,151.0697
9.8,14.3,6.9,0.0,14.1,16.6,89.5,Overcast,GMHBA Stadium,2015-08-08,-38.1581,144.3547
7.9,14.1,3.2,0.042,16.6,23.8,74.5,Rain,Adelaide Oval,2017-06-01,-34.9156,138.5961
10.2,14.1,7.1,3.08,23.6,37.4,77.3,"Rain, Partially cloudy",Optus Stadium,2018-08-05,-31.9512,115.8891
9.4,13.8,4.7,0.198,18.3,28.8,79.1,"Rain, Partially cloudy",Kardinia Park,2024-06-01,-38.1581,144.3547
9.0,12.0,7.1,7.128,16.3,40.7,83.1,"Rain, Partially cloudy",M.C.G.,2024-06-30,-37.82,144.9834
17.5,21.1,15.2,0.033,26.0,74.2,61.4,Rain,M.C.G.,2024-08-24,-37.82,144.9834
10.6,15.0,6.5,0.319,31.5,46.4,88.8,"Rain, Partially cloudy",Adelaide Oval,2014-07-11,-34.9156,138.5961
25.1,27.0,23.8,51.209,24.1,33.1,89.3,"Rain, Overcast",Cazaly's Stadium,2018-03-24,-16.9203,145.7531
15.1,18.3,12.4,0.0,24.9,0.0,71.4,Partially cloudy,Sydney Showground,2013-06-08,-33.8447,151.0697
9.2,13.9,3.9,0.007,24.1,36.4,74.6,"Rain, Partially cloudy",University of Tasmania Stadium,2018-06-23,-41.4281,147.1383
17.6,22.2,12.9,0.0,39.8,0.0,56.1,Partially cloudy,Docklands,2013-09-01,-37.8165,144.9475
9.9,17.9,3.6,0.007,18.9,25.2,75.1,"Rain, Partially cloudy",Docklands,2022-07-22,-37.8165,144.9475
10.5,14.0,7.4,0.007,31.4,65.2,67.2,"Rain, Partially cloudy",M.C.G.,2025-07-19,-37.82,144.9834
12.3,16.2,9.0,0.205,39.8,63.0,66.6,"Rain, Partially cloudy",M.C.G.,2013-08-18,-37.82,144.9834
15.6,19.4,10.0,20.694,52.3,72.4,72.9,"Rain, Partially cloudy",M.C.G.,2013-03-28,-37.82,144.9834
14.6,18.5,11.6,0.0,23.8,35.3,79.7,Partially cloudy,Kardinia Park,2021-04-18,-38.1581,144.3547
20.3,29.5,12.0,0.0,26.6,51.8,51.7,Partially cloudy,Docklands,2018-04-08,-37.8165,144.9475
16.1,21.5,12.1,0.0,17.7,34.6,68.7,Partially cloudy,Gabba,2020-08-01,-27.4858,153.0381
12.4,20.2,6.1,0.0,24.1,41.4,71.1,Partially cloudy,Eureka Stadium,2024-03-24,-37.5622,143.8503
10.2,14.5,4.4,0.042,15.9,29.9,81.7,"Rain, Partially cloudy",Adelaide Oval,2025-08-09,-34.9156,138.5961
16.8,18.0,15.8,11.48,14.7,36.4,93.2,"Rain, Overcast",M.C.G.,2022-04-18,-37.82,144.9834
17.4,23.5,12.0,0.0,11.2,34.9,68.7,Partially cloudy,Gabba,2023-08-26,-27.4858,153.0381
18.9,24.9,15.5,0.114,16.8,27.4,73.8,"Rain, Partially cloudy",Carrara,2014-06-21,-28.0067,153.3667
10.8,14.3,7.8,0.597,38.8,0.0,68.1,"Rain, Partially cloudy",M.C.G.,2013-08-17,-37.82,144.9834
15.9,19.3,13.6,0.019,25.1,42.5,74.6,"Rain, Partially cloudy",M.C.G.,2014-04-04,-37.82,144.9834
12.9,15.7,10.9,5.904,40.7,78.8,78.3,"Rain, Partially cloudy",Adelaide Oval,2018-06-14,-34.9156,138.5961
3.7,12.0,-1.3,0.0,11.2,16.6,90.4,Clear,University of Tasmania Stadium,2018-07-14,-41.4281,147.1383
3.8,13.6,-4.8,0.001,13.0,20.5,76.8,"Rain, Partially cloudy",Manuka Oval,2023-07-23,-35.3178,149.1347
18.0,21.9,15.3,1.305,11.3,31.0,83.5,"Rain, Partially cloudy",M.C.G.,2023-03-23,-37.82,144.9834
17.7,23.6,13.5,0.0,22.9,26.6,75.9,Partially cloudy,Docklands,2014-04-05,-37.8165,144.9475
17.9,22.9,13.1,0.0,18.4,29.2,39.8,Overcast,Adelaide Oval,2019-04-13,-34.9156,138.5961
16.4,22.0,12.9,0.0,27.4,36.0,64.9,Clear,Kardinia Park,2026-03-14,-38.1581,144.3547
11.3,17.4,4.1,0.0,39.2,59.4,56.8,Clear,Sydney Showground,2014-07-05,-33.8447,151.0697
13.6,17.8,10.4,1.905,16.2,40.7,71.2,"Rain, Partially cloudy",S.C.G.,2015-06-26,-33.8917,151.2247
8.1,12.8,3.8,0.042,20.5,27.7,76.8,"Rain, Partially cloudy",Adelaide Oval,2019-08-25,-34.9156,138.5961
14.6,19.7,8.7,0.0,24.1,0.0,70.0,Partially cloudy,Subiaco,2012-09-01,-31.9444,115.8308
11.9,15.1,8.6,0.0,11.8,24.1,78.5,Partially cloudy,Docklands,2017-05-13,-37.8165,144.9475
10.4,13.3,7.1,1.25,28.6,0.0,64.0,"Rain, Partially cloudy",Docklands,2012-08-26,-37.8165,144.9475
19.8,27.1,14.4,0.286,26.7,45.0,59.5,"Rain, Partially cloudy",S.C.G.,2024-08-24,-33.8917,151.2247
12.1,17.1,5.4,4.002,20.0,46.1,74.0,"Rain, Partially cloudy",Subiaco,2017-07-30,-31.9444,115.8308
11.2,15.7,5.1,0.0,20.5,36.4,63.8,Partially cloudy,Adelaide Oval,2019-06-08,-34.9156,138.5961
17.7,25.0,12.1,0.064,26.7,55.4,67.2,"Rain, Partially cloudy",Stadium Australia,2012-09-21,-33.8475,151.0633
20.5,22.5,19.0,8.821,20.6,46.4,85.7,"Rain, Partially cloudy",Stadium Australia,2022-03-19,-33.8475,151.0633
20.1,23.3,17.2,0.0,24.9,39.6,63.5,Partially cloudy,S.C.G.,2024-09-07,-33.8917,151.2247
15.5,18.6,12.8,0.008,22.5,56.2,62.6,"Rain, Partially cloudy",M.C.G.,2022-04-01,-37.82,144.9834
8.8,10.7,7.4,2.587,24.7,70.9,70.4,"Rain, Partially cloudy",Docklands,2016-07-23,-37.8165,144.9475
17.4,21.5,14.1,0.0,16.3,39.2,75.4,Partially cloudy,Gabba,2015-06-27,-27.4858,153.0381
10.2,13.8,5.4,0.241,16.4,35.6,77.6,"Rain, Partially cloudy",Kardinia Park,2023-08-05,-38.1581,144.3547
10.7,13.1,9.1,0.0,31.3,79.2,63.3,Overcast,Docklands,2022-07-16,-37.8165,144.9475
15.5,19.0,13.8,1.655,28.6,0.0,75.2,"Rain, Partially cloudy",Carrara,2012-06-09,-28.0067,153.3667
17.1,23.2,12.4,0.0,15.1,19.4,78.7,Partially cloudy,Sydney Showground,2019-05-19,-33.8447,151.0697
16.2,19.6,13.9,0.032,17.3,34.9,79.7,"Rain, Partially cloudy",Carrara,2025-06-28,-28.0067,153.3667
17.5,19.1,16.0,0.507,31.3,0.0,59.1,"Rain, Partially cloudy",Football Park,2013-03-22,-34.88,138.4964
8.7,12.1,6.5,13.614,19.6,49.7,81.3,"Rain, Partially cloudy",Docklands,2023-05-07,-37.8165,144.9475
8.4,11.7,5.6,4.854,22.5,59.4,71.0,"Rain, Partially cloudy",Docklands,2017-08-27,-37.8165,144.9475
9.2,11.5,6.6,0.006,9.4,23.4,89.3,"Rain, Overcast",M.C.G.,2024-07-05,-37.82,144.9834
18.2,23.8,12.8,0.0,24.1,32.0,60.3,Partially cloudy,Traeger Park,2015-05-30,-23.7,133.8667
16.3,23.0,9.2,0.008,16.5,0.0,76.6,"Rain, Partially cloudy",Sydney Showground,2013-05-12,-33.8447,151.0697
8.8,12.5,4.6,0.0,20.6,36.7,75.8,Partially cloudy,M.C.G.,2025-06-21,-37.82,144.9834
5.7,13.6,-1.0,0.038,18.9,0.0,80.6,Rain,Docklands,2013-06-22,-37.8165,144.9475
8.6,13.6,3.6,0.19,11.3,28.8,88.3,"Rain, Partially cloudy",M.C.G.,2018-06-02,-37.82,144.9834
22.2,28.2,18.0,0.013,14.8,32.4,67.9,"Rain, Partially cloudy",M.C.G.,2022-03-17,-37.82,144.9834
21.5,29.0,14.9,0.0,14.6,36.4,59.0,Clear,M.C.G.,2024-03-16,-37.82,144.9834
16.8,23.0,9.8,0.0,33.6,54.7,43.2,Clear,Adelaide Oval,2020-08-29,-34.9156,138.5961
11.0,14.1,7.5,0.0,29.6,45.0,78.6,Overcast,M.C.G.,2014-08-17,-37.82,144.9834
13.9,17.2,11.4,5.558,13.0,27.7,89.0,"Rain, Partially cloudy",Adelaide Oval,2021-05-08,-34.9156,138.5961
11.2,14.5,7.6,0.0,18.3,21.6,80.0,Partially cloudy,Adelaide Oval,2023-08-27,-34.9156,138.5961
6.7,11.6,3.2,0.0,17.5,19.4,74.8,Partially cloudy,Bellerive Oval,2019-06-16,-42.8775,147.3764
24.0,29.6,19.8,0.0,19.9,32.4,75.0,Partially cloudy,Gabba,2016-04-02,-27.4858,153.0381
6.3,12.2,0.4,0.042,20.5,34.6,73.7,Rain,Docklands,2017-07-01,-37.8165,144.9475
11.2,16.3,6.4,0.027,19.4,45.4,54.9,"Rain, Partially cloudy",S.C.G.,2025-08-17,-33.8917,151.2247
15.7,21.7,10.8,0.0,30.5,54.4,58.8,Clear,Adelaide Oval,2022-04-01,-34.9156,138.5961
15.3,21.6,9.0,0.396,22.3,28.8,63.0,"Rain, Partially cloudy",Gabba,2017-07-08,-27.4858,153.0381
9.8,14.6,7.6,2.996,39.8,64.4,67.7,"Rain, Partially cloudy",Sydney Showground,2015-07-12,-33.8447,151.0697
15.6,19.5,11.9,0.0,11.7,34.6,68.7,Partially cloudy,Docklands,2021-03-28,-37.8165,144.9475
11.7,14.1,9.0,0.016,24.2,58.3,71.4,"Rain, Partially cloudy",M.C.G.,2022-06-04,-37.82,144.9834
10.6,14.0,6.6,0.0,15.8,35.3,72.0,Partially cloudy,M.C.G.,2024-08-03,-37.82,144.9834
10.4,13.5,7.9,0.126,17.6,37.8,85.7,"Rain, Partially cloudy",Adelaide Oval,2025-07-06,-34.9156,138.5961
16.5,21.7,13.0,0.064,15.6,30.2,80.7,Rain,Subiaco,2017-06-04,-31.9444,115.8308
13.2,19.2,8.3,0.0,23.7,39.6,57.7,Clear,S.C.G.,2022-05-07,-33.8917,151.2247
14.1,18.0,9.9,8.8,41.7,56.2,77.0,"Rain, Partially cloudy",Kardinia Park,2026-03-26,-38.1581,144.3547
9.4,15.3,5.8,0.193,9.3,18.7,87.7,"Rain, Partially cloudy",M.C.G.,2025-08-02,-37.82,144.9834
18.0,22.4,13.8,0.279,8.5,28.1,86.7,"Rain, Partially cloudy",S.C.G.,2021-05-01,-33.8917,151.2247
13.7,16.1,10.0,0.597,15.1,31.7,93.1,"Rain, Partially cloudy",GMHBA Stadium,2017-05-19,-38.1581,144.3547
11.8,15.0,9.0,5.8,45.0,64.4,86.3,"Rain, Partially cloudy",Perth Stadium,2025-09-06,-31.9512,115.8891
7.8,11.0,4.0,0.0,13.1,25.2,79.9,Partially cloudy,Adelaide Oval,2022-07-02,-34.9156,138.5961
12.5,17.2,8.3,0.0,11.2,19.1,84.4,Partially cloudy,York Park,2022-04-25,-41.4281,147.1383
16.5,23.3,10.4,0.0,22.4,0.0,56.5,Clear,Gabba,2013-08-03,-27.4858,153.0381
16.8,23.1,10.9,0.0,14.6,18.4,63.0,Partially cloudy,Gabba,2016-06-11,-27.4858,153.0381
15.2,17.8,11.1,0.012,31.7,47.2,60.1,"Rain, Partially cloudy",Adelaide Oval,2019-04-26,-34.9156,138.5961
19.4,24.3,15.8,6.605,14.8,43.6,80.1,"Rain, Partially cloudy",Gabba,2025-05-04,-27.4858,153.0381
15.5,21.3,10.7,4.717,30.1,56.5,70.5,"Rain, Partially cloudy",Perth Stadium,2020-08-15,-31.9512,115.8891
13.2,18.5,8.0,0.0,20.3,28.8,60.6,Partially cloudy,M.C.G.,2019-09-13,-37.82,144.9834
18.5,23.6,14.0,0.397,13.1,39.2,70.8,"Rain, Partially cloudy",Gabba,2023-05-13,-27.4858,153.0381
17.7,24.7,12.4,0.0,29.8,47.2,70.1,Partially cloudy,M.C.G.,2026-03-08,-37.82,144.9834
11.9,18.3,5.9,0.0,16.5,17.6,86.0,Partially cloudy,GMHBA Stadium,2014-08-30,-38.1581,144.3547
11.8,17.0,9.0,9.512,17.1,0.0,89.9,"Rain, Partially cloudy",Subiaco,2012-06-14,-31.9444,115.8308
12.2,13.4,10.9,2.665,17.1,47.9,90.6,"Rain, Overcast",Marvel Stadium,2019-05-31,-37.8165,144.9475
18.0,19.8,15.6,12.643,20.9,36.4,88.0,"Rain, Overcast",S.C.G.,2023-04-29,-33.8917,151.2247
14.8,18.7,11.5,0.0,16.7,37.8,62.4,Partially cloudy,M.C.G.,2016-04-03,-37.82,144.9834
19.1,23.6,16.3,0.2,14.6,20.9,86.4,"Rain, Partially cloudy",Gabba,2017-05-20,-27.4858,153.0381
15.1,22.0,10.3,0.0,16.1,30.2,55.8,Partially cloudy,Adelaide Oval,2023-05-14,-34.9156,138.5961
11.3,15.6,8.6,0.0,11.1,15.1,61.5,Partially cloudy,M.C.G.,2016-08-07,-37.82,144.9834
17.6,21.4,14.0,0.002,25.7,43.2,47.3,"Rain, Partially cloudy",Subiaco,2016-07-15,-31.9444,115.8308
12.7,15.4,10.5,0.0,16.6,0.0,82.0,Overcast,Football Park,2013-08-24,-34.88,138.4964
11.4,15.9,7.4,0.069,16.6,29.2,88.9,"Rain, Partially cloudy",Adelaide Oval,2015-08-22,-34.9156,138.5961
10.5,16.0,6.0,0.0,37.9,60.8,57.3,Partially cloudy,S.C.G.,2015-07-02,-33.8917,151.2247
18.1,22.6,16.2,23.458,18.2,0.0,92.3,"Rain, Partially cloudy",Gabba,2012-06-03,-27.4858,153.0381
24.6,28.0,22.9,0.79,14.8,0.0,86.4,"Rain, Partially cloudy",Cazaly's Stadium,2012-07-14,-16.9203,145.7531
13.4,18.7,6.1,4.097,21.8,0.0,76.7,"Rain, Partially cloudy",Sydney Showground,2013-05-25,-33.8447,151.0697
24.9,29.7,20.9,0.222,29.5,38.5,25.6,"Rain, Partially cloudy",Adelaide Oval,2019-04-04,-34.9156,138.5961
20.3,24.2,18.1,0.141,17.3,28.8,91.9,"Rain, Partially cloudy",S.C.G.,2022-05-14,-33.8917,151.2247
9.8,12.9,7.7,0.173,14.8,0.0,89.3,"Rain, Partially cloudy",M.C.G.,2012-06-03,-37.82,144.9834
14.8,17.0,13.4,0.017,15.7,28.4,65.6,"Rain, Overcast",Docklands,2017-04-30,-37.8165,144.9475
10.3,17.0,7.5,4.94,24.3,65.2,75.3,"Rain, Partially cloudy",M.C.G.,2018-08-11,-37.82,144.9834
14.3,21.1,9.6,0.003,12.9,0.0,77.9,"Rain, Partially cloudy",Subiaco,2013-08-03,-31.9444,115.8308
12.5,15.4,9.4,0.0,30.2,68.8,61.4,Partially cloudy,Marvel Stadium,2019-07-21,-37.8165,144.9475
16.3,20.2,11.9,0.0,14.6,36.0,61.3,Partially cloudy,Docklands,2022-03-24,-37.8165,144.9475
5.2,11.1,0.0,0.0,24.1,32.8,89.9,Partially cloudy,York Park,2016-06-26,-41.4281,147.1383
13.5,17.6,8.8,0.0,32.1,0.0,62.0,Partially cloudy,M.C.G.,2012-04-07,-37.82,144.9834
14.0,20.1,6.8,0.265,15.6,0.0,81.7,"Rain, Partially cloudy",Subiaco,2012-06-02,-31.9444,115.8308
16.1,21.1,12.6,0.065,9.4,25.2,89.0,"Rain, Partially cloudy",Gabba,2025-07-18,-27.4858,153.0381
10.0,13.7,6.1,0.0,8.5,14.0,72.5,Partially cloudy,Docklands,2016-07-16,-37.8165,144.9475
11.4,13.4,9.3,0.0,32.8,63.0,82.4,Partially cloudy,Docklands,2016-07-30,-37.8165,144.9475
9.5,15.1,4.0,0.018,13.5,0.0,84.7,"Rain, Partially cloudy",Football Park,2013-06-29,-34.88,138.4964
16.7,20.9,14.7,21.963,14.8,27.7,93.3,"Rain, Partially cloudy",Gabba,2020-07-25,-27.4858,153.0381
13.0,17.4,10.0,0.0,17.6,56.9,53.4,Partially cloudy,S.C.G.,2021-05-15,-33.8917,151.2247
22.6,29.1,17.5,0.006,21.3,47.2,49.4,"Rain, Overcast",Docklands,2025-04-19,-37.8165,144.9475
9.1,12.4,6.9,3.294,28.0,74.5,65.3,"Rain, Partially cloudy",Docklands,2015-07-26,-37.8165,144.9475
12.2,14.6,9.0,0.197,35.3,64.8,84.0,"Rain, Partially cloudy",York Park,2019-05-25,-41.4281,147.1383
13.3,17.1,8.9,5.383,15.7,41.4,82.8,"Rain, Partially cloudy",Perth Stadium,2025-08-10,-31.9512,115.8891
13.9,16.9,10.8,5.374,33.6,68.0,70.8,"Rain, Partially cloudy",Perth Stadium,2024-08-18,-31.9512,115.8891
16.6,19.3,13.9,0.102,32.7,49.0,52.5,"Rain, Partially cloudy",S.C.G.,2019-04-27,-33.8917,151.2247
11.9,22.0,1.1,0.0,27.7,0.0,67.7,Clear,UNSW Canberra Oval,2013-04-27,-35.3178,149.1347
15.8,17.6,14.5,2.024,11.2,33.8,84.5,"Rain, Overcast",M.C.G.,2022-04-03,-37.82,144.9834
15.1,22.3,12.1,0.0,10.4,17.3,85.6,Partially cloudy,Docklands,2018-04-21,-37.8165,144.9475
10.2,14.6,5.9,0.006,11.2,23.0,69.0,"Rain, Partially cloudy",Docklands,2023-07-22,-37.8165,144.9475
16.9,18.1,15.7,1.929,20.4,45.4,82.7,"Rain, Partially cloudy",Docklands,2022-05-14,-37.8165,144.9475
9.4,17.7,0.8,0.0,24.9,37.4,66.9,Clear,Manuka Oval,2021-04-23,-35.3178,149.1347
11.3,13.6,8.6,1.061,24.5,33.5,78.4,"Rain, Overcast",M.C.G.,2019-06-02,-37.82,144.9834
18.8,23.0,15.0,0.598,14.5,24.5,82.4,"Rain, Partially cloudy",Gabba,2014-05-31,-27.4858,153.0381
12.7,22.0,3.2,0.0,20.6,29.2,47.4,Clear,Gabba,2014-07-12,-27.4858,153.0381
15.9,20.1,13.0,0.545,12.1,18.0,86.1,"Rain, Partially cloudy",Subiaco,2015-07-18,-31.9444,115.8308
6.1,12.0,2.5,0.21,22.3,36.0,90.1,"Rain, Partially cloudy",Eureka Stadium,2019-08-25,-37.5622,143.8503
15.7,19.3,13.6,0.012,20.1,45.0,79.7,"Rain, Partially cloudy",Docklands,2016-04-16,-37.8165,144.9475
9.6,13.8,5.4,0.0,14.6,23.8,76.5,Partially cloudy,Kardinia Park,2024-08-03,-38.1581,144.3547
15.2,19.1,12.0,0.021,25.3,44.6,70.8,"Rain, Partially cloudy",Optus Stadium,2018-07-29,-31.9512,115.8891
17.8,21.8,13.9,0.0,12.8,24.5,85.4,Partially cloudy,Gabba,2016-06-18,-27.4858,153.0381
12.6,16.3,8.7,0.282,34.2,55.4,51.5,"Rain, Partially cloudy",Sydney Showground,2012-05-26,-33.8447,151.0697
12.9,14.3,11.6,2.678,16.7,44.6,89.9,"Rain, Partially cloudy",M.C.G.,2022-06-16,-37.82,144.9834
21.2,25.7,17.0,0.007,22.3,42.8,66.0,"Rain, Partially cloudy",Subiaco,2016-04-24,-31.9444,115.8308
17.5,22.9,14.0,0.0,35.6,53.6,69.2,Partially cloudy,Kardinia Park,2016-04-10,-38.1581,144.3547
8.3,14.1,3.0,0.0,23.6,0.0,65.2,Partially cloudy,Football Park,2012-07-07,-34.88,138.4964
15.4,22.1,7.3,0.0,18.5,23.4,69.7,Clear,Carrara,2020-07-29,-28.0067,153.3667
13.6,19.6,10.1,0.171,13.3,22.3,88.6,"Rain, Partially cloudy",Optus Stadium,2018-06-21,-31.9512,115.8891
13.9,22.9,7.6,0.0,24.7,0.0,56.6,Clear,Stadium Australia,2013-08-10,-33.8475,151.0633
10.2,18.7,2.8,0.049,18.0,39.6,68.3,Rain,Docklands,2021-05-22,-37.8165,144.9475
19.0,22.0,14.7,0.11,36.8,53.6,58.4,"Rain, Partially cloudy",Subiaco,2017-03-26,-31.9444,115.8308
10.7,20.1,4.9,0.0,9.3,19.8,78.0,Clear,Sydney Showground,2023-06-17,-33.8447,151.0697
13.3,16.8,9.1,0.0,35.3,49.3,42.4,Partially cloudy,Adelaide Oval,2018-07-22,-34.9156,138.5961
16.8,21.8,13.7,2.14,31.7,43.6,61.1,"Rain, Partially cloudy",Adelaide Oval,2019-07-06,-34.9156,138.5961
8.2,11.4,5.3,1.134,11.0,28.1,89.6,"Rain, Partially cloudy",Marvel Stadium,2019-06-22,-37.8165,144.9475
10.8,14.0,7.1,0.017,10.0,13.0,81.7,"Rain, Partially cloudy",Docklands,2017-06-03,-37.8165,144.9475
12.3,16.8,9.6,0.987,33.0,0.0,64.0,"Rain, Partially cloudy",Docklands,2013-05-04,-37.8165,144.9475
8.6,11.6,6.8,0.266,35.3,61.6,72.7,"Rain, Partially cloudy",UNSW Canberra Oval,2015-07-25,-35.3178,149.1347
18.7,23.2,14.2,0.0,15.9,20.9,68.9,Partially cloudy,Carrara,2021-04-24,-28.0067,153.3667
9.5,14.3,7.1,0.006,8.3,14.8,92.0,"Rain, Partially cloudy",Docklands,2017-06-10,-37.8165,144.9475
14.2,15.8,11.5,3.831,15.0,39.2,77.5,"Rain, Partially cloudy",M.C.G.,2018-05-13,-37.82,144.9834
26.4,32.1,20.1,0.0,25.9,49.7,55.3,Partially cloudy,Adelaide Oval,2017-03-26,-34.9156,138.5961
12.7,17.5,8.1,0.0,12.2,28.8,84.2,Partially cloudy,Docklands,2018-04-28,-37.8165,144.9475
7.5,13.2,2.2,0.038,21.4,34.6,64.3,"Rain, Partially cloudy",Bellerive Oval,2015-08-15,-42.8775,147.3764
14.5,18.1,11.8,0.0,17.9,46.1,67.8,Partially cloudy,Docklands,2015-08-22,-37.8165,144.9475
10.2,13.8,6.2,0.757,25.9,30.2,84.6,"Rain, Partially cloudy",Adelaide Oval,2018-07-12,-34.9156,138.5961
14.7,18.2,12.4,4.676,13.2,32.8,95.8,"Rain, Overcast",Sydney Showground,2022-05-22,-33.8447,151.0697
13.9,19.3,8.9,0.0,24.6,0.0,54.7,Clear,Carrara,2012-07-28,-28.0067,153.3667
16.7,20.8,11.0,0.0,16.6,44.6,59.9,Partially cloudy,M.C.G.,2016-05-15,-37.82,144.9834
9.0,15.1,2.9,0.0,17.6,35.6,61.5,Clear,Adelaide Oval,2021-05-30,-34.9156,138.5961
11.5,14.2,9.1,0.0,22.3,0.0,65.3,Overcast,M.C.G.,2013-05-05,-37.82,144.9834
10.2,17.1,3.9,0.084,18.4,27.4,75.3,"Rain, Partially cloudy",Adelaide Oval,2015-06-12,-34.9156,138.5961
14.5,17.8,9.9,0.793,42.1,51.1,47.3,Rain,Gabba,2015-07-12,-27.4858,153.0381
15.0,17.9,11.2,0.0,17.4,29.9,70.6,Partially cloudy,Adelaide Oval,2023-04-13,-34.9156,138.5961
20.9,27.1,16.9,0.0,31.0,36.0,65.4,Partially cloudy,Optus Stadium,2018-03-31,-31.9512,115.8891
24.2,31.3,17.2,0.0,20.6,46.1,47.8,Clear,M.C.G.,2021-04-03,-37.82,144.9834
6.0,12.1,0.4,0.153,8.3,15.5,91.1,"Rain, Partially cloudy",Docklands,2020-06-28,-37.8165,144.9475
12.9,14.3,10.9,7.796,24.5,40.7,91.8,"Rain, Overcast",M.C.G.,2015-04-25,-37.82,144.9834
13.0,15.6,10.1,1.077,15.2,17.6,95.3,"Rain, Partially cloudy",Sydney Showground,2020-07-11,-33.8447,151.0697
10.3,15.5,7.3,0.848,16.4,23.4,84.8,"Rain, Partially cloudy",Docklands,2022-08-13,-37.8165,144.9475
13.6,18.9,9.1,0.099,17.5,0.0,78.7,"Rain, Partially cloudy",Subiaco,2012-07-15,-31.9444,115.8308
15.5,17.5,13.6,0.774,13.0,36.0,70.8,"Rain, Partially cloudy",M.C.G.,2019-04-22,-37.82,144.9834
