temp_c,temp_max_c,temp_min_c,rain_mm,wind_kmh,wind_gust_kmh,humidity,conditions,venue,date_str,lat,lon
16.9,24.3,10.8,0.0,18.0,37.8,60.6,Partially cloudy,Docklands,2021-05-01,-37.8165,144.9475
16.2,22.1,10.4,0.067,16.6,24.5,83.0,"Rain, Partially cloudy",Subiaco,2014-05-17,-31.9444,115.8308
17.9,21.0,13.4,0.012,18.4,26.3,81.5,"Rain, Partially cloudy",Adelaide Oval,2017-04-21,-34.9156,138.5961
15.6,18.7,12.8,0.0,30.3,0.0,54.2,Partially cloudy,S.C.G.,2013-05-05,-33.8917,151.2247
18.4,25.1,12.9,0.0,23.5,39.2,72.2,Clear,Gabba,2020-09-01,-27.4858,153.0381
13.1,18.3,8.7,0.005,36.5,65.2,62.3,"Rain, Partially cloudy",Kardinia Park,2021-08-15,-38.1581,144.3547
21.4,26.0,18.4,0.292,19.7,24.8,76.5,"Rain, Partially cloudy",Carrara,2017-04-09,-28.0067,153.3667
8.1,13.6,3.4,0.006,11.7,21.6,79.7,"Rain, Partially cloudy",Docklands,2018-07-01,-37.8165,144.9475
11.7,17.5,6.0,0.192,22.6,55.1,74.1,"Rain, Partially cloudy",M.C.G.,2018-06-11,-37.82,144.9834
11.4,13.4,10.0,0.406,13.0,39.2,77.6,"Rain, Overcast",Marvel Stadium,2019-08-03,-37.8165,144.9475
10.5,16.2,6.1,5.701,13.0,25.9,85.3,"Rain, Partially cloudy",University of Tasmania Stadium,2017-05-13,-41.4281,147.1383
16.7,22.0,12.1,0.0,30.3,51.5,66.3,Partially cloudy,Docklands,2015-05-02,-37.8165,144.9475
9.6,13.5,5.8,0.0,9.5,14.8,72.5,Overcast,Docklands,2016-08-06,-37.8165,144.9475
14.0,20.7,7.3,0.0,17.7,0.0,59.1,Clear,Gabba,2012-09-02,-27.4858,153.0381
22.2,23.9,20.2,1.338,21.2,0.0,75.8,"Rain, Partially cloudy",Subiaco,2013-04-12,-31.9444,115.8308
27.1,32.2,22.2,0.0,26.6,43.2,56.7,Partially cloudy,Marrara Oval,2025-05-10,-12.4083,130.8736
10.8,14.0,7.1,0.0,47.0,0.0,72.2,Partially cloudy,Docklands,2013-07-27,-37.8165,144.9475
16.7,23.0,12.6,0.233,17.0,0.0,84.6,"Rain, Partially cloudy",M.C.G.,2012-04-21,-37.82,144.9834
14.5,20.5,10.0,0.0,16.9,27.0,49.2,Clear,Carrara,2025-07-11,-28.0067,153.3667
10.6,18.1,2.9,0.029,31.3,0.0,67.2,"Rain, Partially cloudy",M.C.G.,2012-09-02,-37.82,144.9834
13.5,19.1,7.9,0.0,17.6,0.0,74.3,Partially cloudy,S.C.G.,2013-07-14,-33.8917,151.2247
20.2,24.6,16.1,1.02,44.1,52.9,79.3,"Rain, Partially cloudy",Carrara,2015-05-02,-28.0067,153.3667
15.1,19.0,11.1,1.059,23.0,43.6,83.3,"Rain, Partially cloudy",Perth Stadium,2018-09-08,-31.9512,115.8891
13.5,18.1,9.5,0.002,15.1,40.0,74.6,"Rain, Partially cloudy",Sydney Showground,2022-06-18,-33.8447,151.0697
12.7,17.1,8.4,1.943,28.4,49.7,60.9,"Rain, Partially cloudy",Sydney Showground,2016-08-20,-33.8447,151.0697
15.3,20.8,11.0,0.659,20.9,69.1,64.1,"Rain, Partially cloudy",M.C.G.,2016-05-01,-37.82,144.9834
15.9,21.5,11.8,0.0,12.1,23.4,73.2,Partially cloudy,Carrara,2023-07-15,-28.0067,153.3667
14.1,17.1,10.1,7.883,30.0,76.7,73.9,"Rain, Partially cloudy",M.C.G.,2019-06-29,-37.82,144.9834
21.2,29.7,14.5,0.0,24.9,41.8,55.1,Partially cloudy,Subiaco,2014-04-05,-31.9444,115.8308
21.1,26.1,16.8,0.0,25.6,25.6,82.3,Partially cloudy,Riverway Stadium,2019-06-15,-19.2833,146.7333
12.4,15.1,9.0,0.013,16.5,31.7,65.4,"Rain, Partially cloudy",M.C.G.,2023-08-11,-37.82,144.9834
9.9,13.2,6.4,4.131,14.2,38.5,88.0,"Rain, Partially cloudy",Docklands,2020-07-04,-37.8165,144.9475
14.6,17.8,11.8,3.011,14.8,33.8,69.1,"Rain, Partially cloudy",M.C.G.,2021-04-24,-37.82,144.9834
14.8,21.5,10.5,0.003,9.2,14.8,75.7,"Rain, Partially cloudy",M.C.G.,2021-05-07,-37.82,144.9834
10.3,14.4,5.2,0.036,10.7,21.6,65.2,"Rain, Partially cloudy",Docklands,2017-08-25,-37.8165,144.9475
21.2,25.2,19.1,0.0,13.3,23.4,78.8,Partially cloudy,Docklands,2017-03-26,-37.8165,144.9475
20.9,24.4,15.5,0.074,35.6,64.1,56.3,"Rain, Partially cloudy",Adelaide Oval,2025-04-19,-34.9156,138.5961
11.6,14.4,9.5,1.491,27.0,48.2,81.2,"Rain, Partially cloudy",Docklands,2015-07-24,-37.8165,144.9475
12.6,18.0,8.9,0.0,16.4,33.8,78.2,Partially cloudy,S.C.G.,2017-06-23,-33.8917,151.2247
6.0,11.4,1.7,0.007,10.2,18.4,87.7,"Rain, Partially cloudy",Docklands,2021-07-09,-37.8165,144.9475
9.8,14.2,6.6,2.213,27.5,0.0,85.7,"Rain, Partially cloudy",M.C.G.,2012-07-28,-37.82,144.9834
12.3,15.1,8.4,0.0,22.1,0.0,77.5,Partially cloudy,Docklands,2013-05-26,-37.8165,144.9475
16.7,21.0,12.7,1.05,29.0,60.8,65.1,"Rain, Partially cloudy",Kardinia Park,2024-08-24,-38.1581,144.3547
9.2,12.4,7.5,8.062,23.5,40.7,89.3,"Rain, Partially cloudy",Adelaide Oval,2023-07-22,-34.9156,138.5961
10.6,14.1,8.1,0.001,27.0,45.0,75.5,"Rain, Partially cloudy",Bellerive Oval,2022-07-23,-42.8775,147.3764
6.7,10.9,2.7,0.115,13.0,21.6,92.7,"Rain, Partially cloudy",M.C.G.,2015-06-20,-37.82,144.9834
11.1,14.1,7.6,0.029,11.0,17.6,81.6,"Rain, Partially cloudy",M.C.G.,2015-08-15,-37.82,144.9834
11.7,14.6,8.0,1.964,20.6,35.3,70.2,"Rain, Partially cloudy",M.C.G.,2016-08-13,-37.82,144.9834
21.9,28.0,14.0,0.0,20.5,23.8,45.8,Partially cloudy,Adelaide Oval,2024-03-30,-34.9156,138.5961
20.3,24.5,17.3,0.0,13.9,20.5,75.9,Partially cloudy,Carrara,2021-05-08,-28.0067,153.3667
11.8,15.0,9.0,0.06,22.5,28.1,74.9,"Rain, Partially cloudy",Subiaco,2016-08-19,-31.9444,115.8308
9.7,13.1,5.7,0.009,16.5,33.1,76.7,"Rain, Partially cloudy",M.C.G.,2017-07-08,-37.82,144.9834
11.4,15.3,8.9,1.328,30.8,59.4,84.7,"Rain, Overcast",M.C.G.,2014-05-03,-37.82,144.9834
11.3,15.0,7.0,0.29,26.8,0.0,63.9,"Rain, Partially cloudy",Docklands,2012-08-04,-37.8165,144.9475
10.9,16.0,7.4,0.002,13.2,30.6,65.6,Rain,Sydney Showground,2024-06-16,-33.8447,151.0697
11.3,15.9,5.9,0.006,16.6,31.0,72.1,"Rain, Partially cloudy",Adelaide Oval,2015-05-24,-34.9156,138.5961
10.9,14.0,8.5,0.0,18.4,25.9,72.1,Partially cloudy,M.C.G.,2015-06-27,-37.82,144.9834
15.8,20.8,12.8,0.276,29.5,44.3,75.7,"Rain, Partially cloudy",Adelaide Oval,2016-04-16,-34.9156,138.5961
10.8,14.2,8.1,3.139,22.5,72.4,72.4,"Rain, Partially cloudy",M.C.G.,2021-04-11,-37.82,144.9834
10.3,12.2,7.8,0.564,37.2,70.2,58.3,"Rain, Partially cloudy",M.C.G.,2013-07-05,-37.82,144.9834
9.5,11.5,7.2,0.0,45.4,60.1,78.4,Partially cloudy,Docklands,2014-07-04,-37.8165,144.9475
17.7,24.8,13.4,6.619,38.0,56.2,77.5,"Rain, Partially cloudy",Perth Stadium,2020-07-27,-31.9512,115.8891
21.8,29.1,16.1,0.008,19.5,31.7,77.1,"Rain, Partially cloudy",Sydney Showground,2019-04-06,-33.8447,151.0697
8.4,13.0,3.3,0.097,31.8,0.0,77.8,"Rain, Partially cloudy",M.C.G.,2012-06-23,-37.82,144.9834
22.8,28.8,18.4,0.012,15.1,35.3,61.0,"Rain, Partially cloudy",Perth Stadium,2025-04-06,-31.9512,115.8891
8.4,15.3,4.5,0.03,8.8,24.8,89.6,"Rain, Partially cloudy",Docklands,2022-07-10,-37.8165,144.9475
8.4,13.9,3.7,0.0,21.0,31.3,80.3,Partially cloudy,Adelaide Oval,2014-07-20,-34.9156,138.5961
12.5,19.6,7.5,0.0,7.9,34.6,65.5,Clear,S.C.G.,2021-06-06,-33.8917,151.2247
16.2,21.5,10.9,0.035,21.1,0.0,78.2,"Rain, Partially cloudy",Carrara,2013-07-27,-28.0067,153.3667
6.6,8.5,4.2,1.883,26.6,48.2,90.6,"Rain, Partially cloudy",UNSW Canberra Oval,2014-05-03,-35.3178,149.1347
18.2,28.0,9.5,0.0,13.1,29.2,55.1,Clear,Gabba,2022-08-19,-27.4858,153.0381
12.7,19.9,5.5,0.022,17.1,21.6,74.9,Rain,Optus Stadium,2018-08-25,-31.9512,115.8891
9.1,10.1,8.0,32.07,48.1,70.2,86.4,"Rain, Overcast",Docklands,2012-05-25,-37.8165,144.9475
10.7,15.8,6.9,0.0,15.3,26.3,91.0,Partially cloudy,GMHBA Stadium,2018-06-09,-38.1581,144.3547
15.9,25.7,8.9,0.0,17.6,19.4,68.1,Clear,Sydney Showground,2016-05-14,-33.8447,151.0697
22.9,29.1,18.0,0.0,16.5,37.4,50.9,Partially cloudy,M.C.G.,2024-03-17,-37.82,144.9834
13.8,16.7,9.4,0.0,21.6,33.5,62.7,Partially cloudy,Adelaide Oval,2025-08-22,-34.9156,138.5961
20.8,25.0,16.9,0.0,22.0,41.4,71.6,Partially cloudy,Gabba,2018-04-22,-27.4858,153.0381
10.0,15.6,6.2,0.003,14.8,30.2,77.9,"Rain, Partially cloudy",M.C.G.,2022-05-29,-37.82,144.9834
11.3,16.2,6.1,0.708,15.1,32.0,72.6,"Rain, Partially cloudy",Docklands,2025-07-12,-37.8165,144.9475
14.3,22.1,8.8,0.0,20.1,18.7,71.5,Clear,Gabba,2018-06-23,-27.4858,153.0381
20.9,24.0,17.6,0.1,21.3,38.2,59.1,"Rain, Partially cloudy",S.C.G.,2026-03-14,-33.8917,151.2247
14.7,21.8,5.9,0.0,37.7,41.8,73.1,Clear,Sydney Showground,2019-08-18,-33.8447,151.0697
14.9,16.8,12.0,1.745,25.9,0.0,79.8,"Rain, Partially cloudy",Docklands,2013-03-31,-37.8165,144.9475
14.0,18.5,10.8,0.025,22.1,32.4,62.3,"Rain, Overcast",Docklands,2014-04-20,-37.8165,144.9475
20.2,23.2,17.8,0.023,13.1,36.7,72.9,"Rain, Partially cloudy",M.C.G.,2025-03-13,-37.82,144.9834
11.7,14.1,9.0,5.676,13.2,40.3,85.6,"Rain, Partially cloudy",M.C.G.,2025-05-17,-37.82,144.9834
15.2,19.6,11.9,0.349,36.7,52.2,58.7,"Rain, Partially cloudy",Docklands,2014-03-16,-37.8165,144.9475
11.7,19.1,6.3,0.0,15.0,24.5,69.0,Clear,Optus Stadium,2018-06-02,-31.9512,115.8891
7.5,9.6,5.6,0.458,17.5,60.5,74.3,"Rain, Partially cloudy",M.C.G.,2016-06-24,-37.82,144.9834
10.7,16.4,4.3,0.146,18.0,38.9,71.3,"Rain, Partially cloudy",Docklands,2015-08-16,-37.8165,144.9475
17.0,24.2,10.7,0.0,36.8,0.0,54.7,Partially cloudy,Docklands,2013-05-11,-37.8165,144.9475
15.1,16.8,14.4,49.469,29.6,56.2,90.4,"Rain, Overcast",Sydney Showground,2022-07-03,-33.8447,151.0697
10.4,12.8,7.8,0.001,22.3,43.6,70.7,"Rain, Partially cloudy",M.C.G.,2015-08-09,-37.82,144.9834
14.0,19.0,9.5,0.066,28.0,41.8,72.0,"Rain, Partially cloudy",Subiaco,2016-06-11,-31.9444,115.8308
13.5,15.7,11.5,2.116,14.8,36.4,80.6,"Rain, Partially cloudy",M.C.G.,2019-05-05,-37.82,144.9834
9.5,11.9,6.5,0.0,32.2,62.6,62.6,Partially cloudy,Docklands,2017-07-22,-37.8165,144.9475
17.3,20.5,13.8,5.851,22.5,24.5,89.7,"Rain, Partially cloudy",Perth Stadium,2020-07-26,-31.9512,115.8891
14.6,17.2,12.0,9.779,18.1,61.9,80.6,"Rain, Partially cloudy",Docklands,2023-04-08,-37.8165,144.9475
4.0,9.0,0.7,0.196,11.3,13.7,94.0,"Rain, Overcast",York Park,2024-06-08,-41.4281,147.1383
11.5,17.4,6.4,0.007,21.4,49.3,71.9,"Rain, Partially cloudy",Docklands,2025-07-05,-37.8165,144.9475
13.8,21.6,8.6,0.271,36.6,71.3,69.9,"Rain, Partially cloudy",Adelaide Oval,2021-08-22,-34.9156,138.5961
10.5,13.4,7.7,0.0,28.1,55.8,71.0,Partially cloudy,Docklands,2016-08-12,-37.8165,144.9475
10.7,13.2,8.6,0.0,14.8,18.4,80.8,Partially cloudy,Adelaide Oval,2019-08-03,-34.9156,138.5961
15.0,22.1,8.9,0.0,14.7,28.4,77.4,Clear,Gabba,2019-08-04,-27.4858,153.0381
13.2,16.7,10.3,0.0,42.4,41.4,58.2,Partially cloudy,Bellerive Oval,2024-08-10,-42.8775,147.3764
22.9,29.1,18.6,0.063,20.7,40.3,68.2,"Rain, Partially cloudy",M.C.G.,2017-03-25,-37.82,144.9834
15.3,21.7,7.4,0.0,23.0,40.3,52.9,Partially cloudy,Adelaide Oval,2014-04-27,-34.9156,138.5961
19.9,26.9,14.6,0.0,13.1,37.4,76.1,Partially cloudy,M.C.G.,2025-03-14,-37.82,144.9834
12.2,14.9,9.7,0.289,18.7,55.1,72.3,"Rain, Partially cloudy",Docklands,2022-05-07,-37.8165,144.9475
11.0,13.1,9.5,0.621,10.9,14.4,80.3,"Rain, Overcast",M.C.G.,2019-08-04,-37.82,144.9834
15.2,20.9,9.7,0.0,24.1,35.6,64.1,Partially cloudy,Adelaide Oval,2018-04-28,-34.9156,138.5961
9.9,15.0,5.7,0.201,31.7,39.6,93.1,"Rain, Partially cloudy",Eureka Stadium,2019-05-11,-37.5622,143.8503
3.6,13.6,-1.8,0.004,5.8,14.0,86.4,Rain,York Park,2021-07-10,-41.4281,147.1383
15.0,19.6,12.0,0.0,31.1,55.1,54.6,Partially cloudy,S.C.G.,2019-05-10,-33.8917,151.2247
15.5,21.1,12.4,0.533,13.2,29.9,90.7,"Rain, Partially cloudy",Perth Stadium,2025-06-15,-31.9512,115.8891
11.0,14.6,6.6,0.003,7.7,29.9,85.7,"Rain, Partially cloudy",M.C.G.,2017-05-14,-37.82,144.9834
17.6,21.1,10.5,5.198,40.4,56.9,69.7,"Rain, Partially cloudy",Carrara,2020-09-11,-28.0067,153.3667
9.0,10.1,8.3,2.267,15.6,32.8,71.3,"Rain, Overcast",Docklands,2015-07-04,-37.8165,144.9475
12.3,15.8,9.3,4.192,35.3,63.7,79.6,"Rain, Partially cloudy",Adelaide Oval,2016-06-05,-34.9156,138.5961
12.3,20.8,6.0,0.163,9.6,14.8,75.3,Rain,Marvel Stadium,2019-05-18,-37.8165,144.9475
15.1,20.3,10.8,0.0,14.2,0.0,79.2,Partially cloudy,Gabba,2013-07-13,-27.4858,153.0381
10.6,18.1,2.8,0.02,31.5,0.0,67.2,"Rain, Partially cloudy",Docklands,2012-09-02,-37.8165,144.9475
19.7,20.9,17.9,144.696,55.1,80.3,94.4,"Rain, Overcast",Carrara,2016-06-04,-28.0067,153.3667
14.5,23.9,5.6,0.0,15.8,23.0,71.3,Partially cloudy,Docklands,2015-04-04,-37.8165,144.9475
13.7,17.8,8.2,0.0,20.5,24.5,64.2,Partially cloudy,Adelaide Oval,2019-05-05,-34.9156,138.5961
15.0,21.7,4.3,0.0,21.4,33.1,69.7,Clear,Carrara,2020-07-18,-28.0067,153.3667
15.9,24.1,9.9,0.0,14.9,34.2,69.4,Partially cloudy,M.C.G.,2021-04-30,-37.82,144.9834
20.8,30.1,15.7,0.0,35.5,64.4,43.4,Partially cloudy,M.C.G.,2017-09-23,-37.82,144.9834
11.1,18.5,6.0,0.0,15.4,34.6,69.7,Clear,S.C.G.,2025-07-19,-33.8917,151.2247
11.1,14.0,7.4,0.393,16.5,46.4,69.9,"Rain, Partially cloudy",Docklands,2021-05-14,-37.8165,144.9475
10.0,12.8,8.5,14.582,50.0,94.0,74.9,"Rain, Partially cloudy",Adelaide Oval,2017-08-06,-34.9156,138.5961
14.2,17.1,12.2,0.006,13.6,32.4,55.0,"Rain, Partially cloudy",Docklands,2021-04-17,-37.8165,144.9475
14.6,18.1,11.1,0.024,24.4,72.7,68.6,"Rain, Partially cloudy",M.C.G.,2024-08-23,-37.82,144.9834
13.0,18.4,8.1,0.0,13.1,33.8,57.5,Clear,Gabba,2022-06-11,-27.4858,153.0381
12.4,15.3,10.6,1.278,20.5,44.3,76.8,"Rain, Partially cloudy",M.C.G.,2019-09-06,-37.82,144.9834
10.7,13.0,8.6,3.304,14.3,25.6,92.4,"Rain, Partially cloudy",Adelaide Oval,2024-07-13,-34.9156,138.5961
