game_id,year,round,roundname,date,localtime,venue,home_team,away_team,home_score,away_score,home_goals,home_behinds,away_goals,away_behinds,winner,is_final,is_grand_final
4750,2020,2,Round 2,2020-06-14 13:05:00,2020-06-14 13:05:00,Sydney Showground,Greater Western Sydney,North Melbourne,60,80,8,12,12,8,North Melbourne,0,0
4751,2020,2,Round 2,2020-06-14 15:35:00,2020-06-14 15:35:00,S.C.G.,Sydney,Essendon,73,79,11,7,12,7,Essendon,0,0
4752,2020,2,Round 2,2020-06-14 18:05:00,2020-06-14 18:05:00,Docklands,St Kilda,Western Bulldogs,88,49,14,4,7,7,St Kilda,0,0
4753,2020,3,Round 3,2020-06-18 19:40:00,2020-06-18 19:40:00,M.C.G.,Richmond,Hawthorn,39,71,5,9,11,5,Hawthorn,0,0
4754,2020,3,Round 3,2020-06-19 19:50:00,2020-06-19 19:50:00,Docklands,Western Bulldogs,Greater Western Sydney,57,33,8,9,4,9,Western Bulldogs,0,0
4755,2020,3,Round 3,2020-06-20 13:45:00,2020-06-20 13:45:00,Docklands,North Melbourne,Sydney,60,71,8,12,10,11,Sydney,0,0
4756,2020,3,Round 3,2020-06-20 16:35:00,2020-06-20 16:35:00,M.C.G.,Collingwood,St Kilda,81,37,12,9,5,7,Collingwood,0,0
4757,2020,3,Round 3,2020-06-20 19:40:00,2020-06-20 19:40:00,Gabba,Brisbane Lions,West Coast,74,44,10,14,6,8,Brisbane Lions,0,0
4758,2020,3,Round 3,2020-06-20 19:40:00,2020-06-20 19:40:00,Kardinia Park,Geelong,Carlton,77,79,11,11,12,7,Carlton,0,0
4759,2020,3,Round 3,2020-06-21 15:05:00,2020-06-21 15:05:00,Carrara,Gold Coast,Adelaide,82,29,12,10,4,5,Gold Coast,0,0
4761,2020,3,Round 3,2020-06-21 20:10:00,2020-06-21 20:10:00,Carrara,Fremantle,Port Adelaide,41,70,6,5,10,10,Port Adelaide,0,0
4762,2020,4,Round 4,2020-06-25 19:40:00,2020-06-25 19:40:00,S.C.G.,Sydney,Western Bulldogs,39,67,5,9,10,7,Western Bulldogs,0,0
4763,2020,4,Round 4,2020-06-26 19:50:00,2020-06-26 19:50:00,Sydney Showground,Greater Western Sydney,Collingwood,66,64,10,6,9,10,Greater Western Sydney,0,0
4764,2020,4,Round 4,2020-06-27 13:45:00,2020-06-27 13:45:00,Carrara,Port Adelaide,West Coast,89,41,13,11,6,5,Port Adelaide,0,0
4765,2020,4,Round 4,2020-06-27 16:35:00,2020-06-27 16:35:00,Docklands,St Kilda,Richmond,93,67,15,3,10,7,St Kilda,0,0
4766,2020,4,Round 4,2020-06-27 19:40:00,2020-06-27 19:40:00,M.C.G.,Essendon,Carlton,51,52,8,3,7,10,Carlton,0,0
4767,2020,4,Round 4,2020-06-27 19:40:00,2020-06-27 19:40:00,Carrara,Gold Coast,Fremantle,64,51,10,4,8,3,Gold Coast,0,0
4768,2020,4,Round 4,2020-06-28 13:05:00,2020-06-28 13:05:00,Gabba,Brisbane Lions,Adelaide,83,46,10,23,7,4,Brisbane Lions,0,0
4769,2020,4,Round 4,2020-06-28 15:35:00,2020-06-28 15:35:00,M.C.G.,Melbourne,Geelong,44,47,6,8,7,5,Geelong,0,0
4770,2020,4,Round 4,2020-06-28 18:10:00,2020-06-28 18:10:00,Docklands,Hawthorn,North Melbourne,58,54,8,10,8,6,Hawthorn,0,0
4773,2020,5,Round 5,2020-07-02 19:40:00,2020-07-02 19:40:00,Docklands,Carlton,St Kilda,55,73,8,7,11,7,St Kilda,0,0
4772,2020,5,Round 5,2020-07-03 19:50:00,2020-07-03 19:50:00,M.C.G.,Collingwood,Essendon,48,63,7,6,10,3,Essendon,0,0
5097,2020,5,Round 5,2020-07-04 13:45:00,2020-07-04 13:45:00,Carrara,West Coast,Sydney,77,43,11,11,6,7,West Coast,0,0
4774,2020,5,Round 5,2020-07-04 16:35:00,2020-07-04 16:35:00,Kardinia Park,Geelong,Gold Coast,89,52,13,11,8,4,Geelong,0,0
4776,2020,5,Round 5,2020-07-04 19:40:00,2020-07-04 19:40:00,Gabba,Brisbane Lions,Port Adelaide,85,48,12,13,6,12,Brisbane Lions,0,0
4775,2020,5,Round 5,2020-07-04 19:40:00,2020-07-04 19:40:00,Docklands,Western Bulldogs,North Melbourne,87,38,13,9,5,8,Western Bulldogs,0,0
4777,2020,5,Round 5,2020-07-05 13:05:00,2020-07-05 13:05:00,Carrara,Adelaide,Fremantle,34,54,4,10,8,6,Fremantle,0,0
5098,2020,5,Round 5,2020-07-05 15:35:00,2020-07-05 15:35:00,M.C.G.,Melbourne,Richmond,52,79,8,4,12,7,Richmond,0,0
4779,2020,5,Round 5,2020-07-05 18:10:00,2020-07-05 18:10:00,Sydney Showground,Greater Western Sydney,Hawthorn,83,49,13,5,7,7,Greater Western Sydney,0,0
5190,2020,6,Round 6,2020-07-09 19:40:00,2020-07-09 19:40:00,S.C.G.,Geelong,Brisbane Lions,73,46,11,7,6,10,Geelong,0,0
5191,2020,6,Round 6,2020-07-10 19:50:00,2020-07-10 19:50:00,Sydney Showground,Collingwood,Hawthorn,59,27,8,11,3,9,Collingwood,0,0
5192,2020,6,Round 6,2020-07-11 12:35:00,2020-07-11 12:35:00,Carrara,Fremantle,St Kilda,79,73,12,7,11,7,Fremantle,0,0
5193,2020,6,Round 6,2020-07-11 15:05:00,2020-07-11 15:05:00,Gabba,West Coast,Adelaide,67,34,10,7,5,4,West Coast,0,0
5194,2020,6,Round 6,2020-07-11 18:05:00,2020-07-11 18:05:00,Sydney Showground,Melbourne,Gold Coast,80,63,12,8,9,9,Melbourne,0,0
5195,2020,6,Round 6,2020-07-11 19:40:00,2020-07-11 19:40:00,Carrara,Essendon,North Melbourne,67,53,9,13,7,11,Essendon,0,0
5196,2020,6,Round 6,2020-07-12 13:05:00,2020-07-12 13:05:00,Carrara,Port Adelaide,Greater Western Sydney,63,46,9,9,6,10,Port Adelaide,0,0
5197,2020,6,Round 6,2020-07-12 15:35:00,2020-07-12 15:35:00,Gabba,Richmond,Sydney,34,26,4,10,3,8,Richmond,0,0
5198,2020,6,Round 6,2020-07-12 18:45:00,2020-07-12 18:45:00,Carrara,Carlton,Western Bulldogs,103,51,16,7,7,9,Carlton,0,0
5199,2020,7,Round 7,2020-07-16 20:10:00,2020-07-16 18:10:00,Perth Stadium,Geelong,Collingwood,35,57,5,5,8,9,Collingwood,0,0
5200,2020,7,Round 7,2020-07-17 19:50:00,2020-07-17 19:50:00,Carrara,Essendon,Western Bulldogs,51,93,7,9,14,9,Western Bulldogs,0,0
5201,2020,7,Round 7,2020-07-18 13:45:00,2020-07-18 13:45:00,Sydney Showground,Greater Western Sydney,Brisbane Lions,68,88,10,8,13,10,Brisbane Lions,0,0
5202,2020,7,Round 7,2020-07-18 16:35:00,2020-07-18 16:35:00,S.C.G.,Sydney,Gold Coast,60,92,9,6,13,14,Gold Coast,0,0
5203,2020,7,Round 7,2020-07-18 19:40:00,2020-07-18 19:40:00,Carrara,Richmond,North Melbourne,77,23,11,11,2,11,Richmond,0,0
5204,2020,7,Round 7,2020-07-19 13:05:00,2020-07-19 13:05:00,Gabba,Carlton,Port Adelaide,61,64,9,7,9,10,Port Adelaide,0,0
5205,2020,7,Round 7,2020-07-19 15:35:00,2020-07-19 15:35:00,Sydney Showground,Hawthorn,Melbourne,48,91,7,6,14,7,Melbourne,0,0
5206,2020,7,Round 7,2020-07-19 18:35:00,2020-07-19 16:35:00,Perth Stadium,Fremantle,West Coast,32,62,5,2,9,8,West Coast,0,0
5207,2020,7,Round 7,2020-07-20 19:40:00,2020-07-20 19:10:00,Adelaide Oval,Adelaide,St Kilda,55,78,8,7,12,6,St Kilda,0,0
5299,2020,8,Round 8,2020-07-23 19:40:00,2020-07-23 19:40:00,Carrara,Gold Coast,Western Bulldogs,46,51,6,10,7,9,Western Bulldogs,0,0
5300,2020,8,Round 8,2020-07-24 19:50:00,2020-07-24 19:50:00,Sydney Showground,Greater Western Sydney,Richmond,62,50,9,8,6,14,Greater Western Sydney,0,0
5301,2020,8,Round 8,2020-07-25 13:05:00,2020-07-25 13:05:00,Gabba,North Melbourne,Carlton,57,64,9,3,9,10,Carlton,0,0
5302,2020,8,Round 8,2020-07-25 15:35:00,2020-07-25 15:35:00,S.C.G.,Sydney,Hawthorn,60,53,9,6,7,11,Sydney,0,0
5303,2020,8,Round 8,2020-07-25 19:40:00,2020-07-25 19:10:00,Adelaide Oval,Port Adelaide,St Kilda,44,73,6,8,12,1,St Kilda,0,0
5304,2020,8,Round 8,2020-07-26 13:05:00,2020-07-26 12:35:00,Adelaide Oval,Adelaide,Essendon,59,62,8,11,9,8,Essendon,0,0
5305,2020,8,Round 8,2020-07-26 15:35:00,2020-07-26 13:35:00,Perth Stadium,West Coast,Collingwood,111,45,18,3,6,9,West Coast,0,0
5306,2020,8,Round 8,2020-07-26 18:10:00,2020-07-26 18:10:00,Carrara,Melbourne,Brisbane Lions,49,53,7,7,7,11,Brisbane Lions,0,0
5307,2020,8,Round 8,2020-07-27 20:10:00,2020-07-27 18:10:00,Perth Stadium,Fremantle,Geelong,16,48,2,4,6,12,Geelong,0,0
5390,2020,9,Round 9,2020-07-29 19:10:00,2020-07-29 19:10:00,Carrara,Western Bulldogs,Richmond,49,90,7,7,13,12,Richmond,0,0
5392,2020,9,Round 9,2020-07-30 19:50:00,2020-07-30 19:50:00,Gabba,Melbourne,Port Adelaide,32,83,4,8,12,11,Port Adelaide,0,0
5391,2020,9,Round 9,2020-07-31 17:40:00,2020-07-31 15:40:00,Perth Stadium,Carlton,Hawthorn,58,89,9,4,14,5,Hawthorn,0,0
5393,2020,9,Round 9,2020-07-31 20:10:00,2020-07-31 20:10:00,Carrara,Essendon,Brisbane Lions,28,91,3,10,14,7,Brisbane Lions,0,0
5394,2020,9,Round 9,2020-08-01 14:35:00,2020-08-01 14:35:00,Carrara,North Melbourne,Adelaide,119,50,19,5,7,8,North Melbourne,0,0
5395,2020,9,Round 9,2020-08-01 17:10:00,2020-08-01 17:10:00,Gabba,St Kilda,Sydney,101,48,15,11,6,12,St Kilda,0,0
5396,2020,9,Round 9,2020-08-01 20:10:00,2020-08-01 18:10:00,Perth Stadium,West Coast,Geelong,73,64,11,7,10,4,West Coast,0,0
5397,2020,9,Round 9,2020-08-02 15:35:00,2020-08-02 15:35:00,Carrara,Gold Coast,Greater Western Sydney,35,61,4,11,9,7,Greater Western Sydney,0,0
5398,2020,9,Round 9,2020-08-02 18:10:00,2020-08-02 16:10:00,Perth Stadium,Fremantle,Collingwood,61,49,10,1,7,7,Fremantle,0,0
5399,2020,10,Round 10,2020-08-03 19:10:00,2020-08-03 18:40:00,Adelaide Oval,Port Adelaide,Western Bulldogs,55,42,8,7,5,12,Port Adelaide,0,0
5400,2020,10,Round 10,2020-08-04 19:10:00,2020-08-04 19:10:00,Carrara,Richmond,Brisbane Lions,82,41,12,10,4,17,Richmond,0,0
5401,2020,10,Round 10,2020-08-05 17:40:00,2020-08-05 17:40:00,Gabba,Geelong,North Melbourne,90,57,13,12,9,3,Geelong,0,0
5402,2020,10,Round 10,2020-08-05 20:10:00,2020-08-05 19:40:00,Adelaide Oval,Adelaide,Melbourne,37,88,5,7,13,10,Melbourne,0,0
5403,2020,10,Round 10,2020-08-06 17:40:00,2020-08-06 17:40:00,Gabba,Collingwood,Sydney,50,41,6,14,6,5,Collingwood,0,0
5404,2020,10,Round 10,2020-08-06 20:10:00,2020-08-06 20:10:00,Carrara,Gold Coast,St Kilda,74,78,11,8,12,6,St Kilda,0,0
5405,2020,10,Round 10,2020-08-07 19:50:00,2020-08-07 19:50:00,Carrara,Essendon,Greater Western Sydney,55,59,8,7,8,11,Greater Western Sydney,0,0
5406,2020,11,Round 11,2020-08-08 16:35:00,2020-08-08 16:05:00,Adelaide Oval,Port Adelaide,Richmond,93,72,13,15,11,6,Port Adelaide,0,0
5407,2020,11,Round 11,2020-08-08 19:40:00,2020-08-08 19:40:00,Gabba,Brisbane Lions,Western Bulldogs,96,72,14,12,11,6,Brisbane Lions,0,0
5408,2020,11,Round 11,2020-08-09 15:35:00,2020-08-09 13:35:00,Perth Stadium,West Coast,Carlton,72,50,11,6,7,8,West Coast,0,0
5409,2020,11,Round 11,2020-08-09 18:10:00,2020-08-09 17:40:00,Adelaide Oval,Melbourne,North Melbourne,92,35,13,14,5,5,Melbourne,0,0
5410,2020,11,Round 11,2020-08-10 18:10:00,2020-08-10 18:10:00,Gabba,St Kilda,Geelong,34,93,4,10,14,9,Geelong,0,0
5411,2020,11,Round 11,2020-08-10 20:40:00,2020-08-10 18:40:00,Perth Stadium,Fremantle,Hawthorn,48,32,7,6,4,8,Fremantle,0,0
5412,2020,11,Round 11,2020-08-11 18:35:00,2020-08-11 18:05:00,Adelaide Oval,Adelaide,Collingwood,38,62,5,8,10,2,Collingwood,0,0
5413,2020,11,Round 11,2020-08-12 19:10:00,2020-08-12 19:10:00,Carrara,Gold Coast,Essendon,73,73,11,7,11,7,,0,0
5414,2020,12,Round 12,2020-08-13 20:10:00,2020-08-13 18:10:00,Perth Stadium,Sydney,Greater Western Sydney,66,25,10,6,3,7,Sydney,0,0
5415,2020,12,Round 12,2020-08-14 19:50:00,2020-08-14 19:50:00,Carrara,Geelong,Port Adelaide,91,31,14,7,4,7,Geelong,0,0
5416,2020,12,Round 12,2020-08-15 14:35:00,2020-08-15 14:35:00,Carrara,North Melbourne,Brisbane Lions,52,53,8,4,7,11,Brisbane Lions,0,0
5417,2020,12,Round 12,2020-08-15 17:10:00,2020-08-15 17:10:00,Gabba,Melbourne,Collingwood,100,44,16,4,6,8,Melbourne,0,0
5418,2020,12,Round 12,2020-08-15 20:10:00,2020-08-15 18:10:00,Perth Stadium,Fremantle,Carlton,36,40,5,6,5,10,Carlton,0,0
5419,2020,12,Round 12,2020-08-16 13:05:00,2020-08-16 13:05:00,Carrara,Western Bulldogs,Adelaide,111,54,16,15,8,6,Western Bulldogs,0,0
5420,2020,12,Round 12,2020-08-16 15:35:00,2020-08-16 15:35:00,Gabba,St Kilda,Essendon,68,33,10,8,5,3,St Kilda,0,0
5421,2020,12,Round 12,2020-08-16 18:10:00,2020-08-16 16:10:00,Perth Stadium,West Coast,Hawthorn,81,49,12,9,7,7,West Coast,0,0
5422,2020,12,Round 12,2020-08-17 19:10:00,2020-08-17 19:10:00,Gabba,Richmond,Gold Coast,53,32,8,5,4,8,Richmond,0,0
5472,2020,13,Round 13,2020-08-21 19:50:00,2020-08-21 19:20:00,Marrara Oval,Gold Coast,Carlton,27,60,4,3,7,18,Carlton,0,0
5473,2020,13,Round 13,2020-08-22 13:45:00,2020-08-22 13:45:00,Carrara,Western Bulldogs,Melbourne,80,52,12,8,7,10,Western Bulldogs,0,0
5474,2020,13,Round 13,2020-08-22 16:35:00,2020-08-22 16:05:00,Adelaide Oval,Port Adelaide,Hawthorn,68,58,9,14,9,4,Port Adelaide,0,0
5475,2020,13,Round 13,2020-08-22 19:45:00,2020-08-22 19:15:00,Marrara Oval,Essendon,Richmond,61,73,10,1,10,13,Richmond,0,0
5476,2020,13,Round 13,2020-08-22 20:10:00,2020-08-22 18:10:00,Perth Stadium,Fremantle,Sydney,50,19,7,8,2,7,Fremantle,0,0
5477,2020,13,Round 13,2020-08-23 13:05:00,2020-08-23 12:35:00,Adelaide Oval,Adelaide,Geelong,37,65,5,7,9,11,Geelong,0,0
5478,2020,13,Round 13,2020-08-23 15:35:00,2020-08-23 15:35:00,Gabba,Brisbane Lions,St Kilda,50,48,6,14,7,6,Brisbane Lions,0,0
5479,2020,13,Round 13,2020-08-23 18:10:00,2020-08-23 16:10:00,Perth Stadium,West Coast,Greater Western Sydney,61,49,9,7,7,7,West Coast,0,0
5480,2020,13,Round 13,2020-08-24 19:10:00,2020-08-24 19:10:00,Gabba,Collingwood,North Melbourne,65,35,10,5,5,5,Collingwood,0,0
5561,2020,14,Round 14,2020-08-27 16:40:00,2020-08-27 16:10:00,Adelaide Oval,Hawthorn,Essendon,71,87,10,11,13,9,Essendon,0,0
5562,2020,14,Round 14,2020-08-27 19:10:00,2020-08-27 19:10:00,Carrara,Richmond,West Coast,88,61,14,4,9,7,Richmond,0,0
5563,2020,14,Round 14,2020-08-28 19:50:00,2020-08-28 19:50:00,Carrara,Western Bulldogs,Geelong,61,72,9,7,10,12,Geelong,0,0
5564,2020,14,Round 14,2020-08-29 13:45:00,2020-08-29 13:15:00,Adelaide Oval,Port Adelaide,Sydney,73,47,11,7,7,5,Port Adelaide,0,0
5565,2020,14,Round 14,2020-08-29 16:35:00,2020-08-29 14:35:00,Perth Stadium,Fremantle,Greater Western Sydney,53,91,8,5,14,7,Greater Western Sydney,0,0
5566,2020,14,Round 14,2020-08-29 19:40:00,2020-08-29 19:10:00,Traeger Park,Melbourne,St Kilda,52,49,8,4,7,7,Melbourne,0,0
5567,2020,14,Round 14,2020-08-30 15:35:00,2020-08-30 15:35:00,Gabba,Carlton,Collingwood,48,72,7,6,10,12,Collingwood,0,0
5568,2020,14,Round 14,2020-08-30 18:10:00,2020-08-30 18:10:00,Carrara,Gold Coast,North Melbourne,91,28,12,19,4,4,Gold Coast,0,0
5569,2020,15,Round 15,2020-09-01 17:40:00,2020-09-01 17:10:00,Adelaide Oval,Hawthorn,Adelaide,48,83,7,6,12,11,Adelaide,0,0
5570,2020,15,Round 15,2020-09-01 20:10:00,2020-09-01 20:10:00,Gabba,West Coast,Essendon,60,45,9,6,6,9,West Coast,0,0
5571,2020,15,Round 15,2020-09-02 19:10:00,2020-09-02 19:10:00,Carrara,Richmond,Fremantle,56,29,8,8,4,5,Richmond,0,0
5572,2020,15,Round 15,2020-09-03 16:40:00,2020-09-03 16:40:00,Cazaly's Stadium,Sydney,Melbourne,67,46,10,7,6,10,Sydney,0,0
5573,2020,15,Round 15,2020-09-03 19:10:00,2020-09-03 19:10:00,Carrara,Greater Western Sydney,Carlton,48,39,6,12,5,9,Greater Western Sydney,0,0
5574,2020,15,Round 15,2020-09-04 19:50:00,2020-09-04 19:50:00,Gabba,Brisbane Lions,Collingwood,42,34,6,6,5,4,Brisbane Lions,0,0
5575,2020,16,Round 16,2020-09-05 19:40:00,2020-09-05 19:40:00,Carrara,North Melbourne,Port Adelaide,42,78,6,6,11,12,Port Adelaide,0,0
5576,2020,16,Round 16,2020-09-06 13:05:00,2020-09-06 13:05:00,Carrara,St Kilda,Hawthorn,80,66,11,14,9,12,St Kilda,0,0
5577,2020,16,Round 16,2020-09-06 15:35:00,2020-09-06 15:35:00,Gabba,Geelong,Essendon,108,42,17,6,5,12,Geelong,0,0
5578,2020,16,Round 16,2020-09-06 18:10:00,2020-09-06 18:10:00,Carrara,Western Bulldogs,West Coast,49,47,6,13,7,5,Western Bulldogs,0,0
5579,2020,16,Round 16,2020-09-07 19:10:00,2020-09-07 19:10:00,Cazaly's Stadium,Melbourne,Fremantle,33,47,4,9,6,11,Fremantle,0,0
5580,2020,16,Round 16,2020-09-08 17:40:00,2020-09-08 17:10:00,Adelaide Oval,Adelaide,Greater Western Sydney,59,47,8,11,7,5,Adelaide,0,0
5581,2020,16,Round 16,2020-09-08 20:10:00,2020-09-08 20:10:00,Carrara,Carlton,Sydney,57,52,8,9,8,4,Carlton,0,0
5582,2020,16,Round 16,2020-09-09 19:10:00,2020-09-09 19:10:00,Gabba,Brisbane Lions,Gold Coast,88,43,13,10,6,7,Brisbane Lions,0,0
5583,2020,17,Round 17,2020-09-10 19:10:00,2020-09-10 19:10:00,Gabba,St Kilda,West Coast,50,65,6,14,9,11,West Coast,0,0
5584,2020,17,Round 17,2020-09-11 19:50:00,2020-09-11 19:50:00,Carrara,Geelong,Richmond,31,57,4,7,7,15,Richmond,0,0
5585,2020,17,Round 17,2020-09-12 14:10:00,2020-09-12 14:10:00,Carrara,North Melbourne,Fremantle,35,99,5,5,15,9,Fremantle,0,0
5586,2020,17,Round 17,2020-09-12 17:05:00,2020-09-12 16:35:00,Adelaide Oval,Port Adelaide,Essendon,79,29,11,13,4,5,Port Adelaide,0,0
5587,2020,17,Round 17,2020-09-12 19:40:00,2020-09-12 19:40:00,Gabba,Greater Western Sydney,Melbourne,74,79,11,8,12,7,Melbourne,0,0
5588,2020,17,Round 17,2020-09-13 13:05:00,2020-09-13 13:05:00,Carrara,Carlton,Adelaide,56,72,8,8,10,12,Adelaide,0,0
5589,2020,17,Round 17,2020-09-13 15:35:00,2020-09-13 15:05:00,Adelaide Oval,Hawthorn,Western Bulldogs,40,76,6,4,11,10,Western Bulldogs,0,0
5590,2020,17,Round 17,2020-09-13 18:10:00,2020-09-13 18:10:00,Cazaly's Stadium,Sydney,Brisbane Lions,41,73,6,5,11,7,Brisbane Lions,0,0
5591,2020,17,Round 17,2020-09-14 19:10:00,2020-09-14 19:10:00,Gabba,Collingwood,Gold Coast,68,46,10,8,6,10,Collingwood,0,0
5598,2020,18,Round 18,2020-09-17 19:10:00,2020-09-17 19:10:00,Carrara,North Melbourne,West Coast,34,49,4,10,7,7,West Coast,0,0
5599,2020,18,Round 18,2020-09-18 19:50:00,2020-09-18 19:50:00,Gabba,St Kilda,Greater Western Sydney,82,30,12,10,3,12,St Kilda,0,0
5595,2020,18,Round 18,2020-09-19 14:10:00,2020-09-19 14:10:00,Carrara,Essendon,Melbourne,49,68,7,7,10,8,Melbourne,0,0
5592,2020,18,Round 18,2020-09-19 17:10:00,2020-09-19 16:40:00,Adelaide Oval,Adelaide,Richmond,33,77,4,9,12,5,Richmond,0,0
5593,2020,18,Round 18,2020-09-19 19:40:00,2020-09-19 19:40:00,Gabba,Brisbane Lions,Carlton,78,61,11,12,10,1,Brisbane Lions,0,0
5597,2020,18,Round 18,2020-09-20 13:05:00,2020-09-20 12:35:00,Adelaide Oval,Hawthorn,Gold Coast,108,57,17,6,8,9,Hawthorn,0,0
5600,2020,18,Round 18,2020-09-20 15:35:00,2020-09-20 15:35:00,Carrara,Sydney,Geelong,63,69,9,9,10,9,Geelong,0,0
5596,2020,18,Round 18,2020-09-20 18:10:00,2020-09-20 18:10:00,Cazaly's Stadium,Fremantle,Western Bulldogs,44,74,6,8,11,8,Western Bulldogs,0,0
5594,2020,18,Round 18,2020-09-21 19:15:00,2020-09-21 19:15:00,Gabba,Collingwood,Port Adelaide,45,61,7,3,9,7,Port Adelaide,0,0
5754,2020,19,Finals Week 1,2020-10-01 19:40:00,2020-10-01 19:10:00,Adelaide Oval,Port Adelaide,Geelong,58,42,9,4,5,12,Port Adelaide,3,0
5755,2020,19,Finals Week 1,2020-10-02 19:50:00,2020-10-02 19:50:00,Gabba,Brisbane Lions,Richmond,69,54,10,9,8,6,Brisbane Lions,3,0
5756,2020,19,Finals Week 1,2020-10-03 16:40:00,2020-10-03 16:40:00,Gabba,St Kilda,Western Bulldogs,67,64,10,7,9,10,St Kilda,2,0
5757,2020,19,Finals Week 1,2020-10-03 20:10:00,2020-10-03 18:10:00,Perth Stadium,West Coast,Collingwood,75,76,11,9,12,4,Collingwood,2,0
5915,2020,20,Semi-Finals,2020-10-09 19:50:00,2020-10-09 18:50:00,Carrara,Richmond,St Kilda,80,49,12,8,6,13,Richmond,4,0
5916,2020,20,Semi-Finals,2020-10-10 19:40:00,2020-10-10 18:40:00,Gabba,Geelong,Collingwood,100,32,15,10,5,2,Geelong,4,0
6076,2020,21,Preliminary Finals,2020-10-16 19:50:00,2020-10-16 19:20:00,Adelaide Oval,Port Adelaide,Richmond,40,46,6,4,6,10,Richmond,5,0
6077,2020,21,Preliminary Finals,2020-10-17 19:40:00,2020-10-17 18:40:00,Gabba,Brisbane Lions,Geelong,42,82,6,6,11,16,Geelong,5,0
6239,2020,22,Grand Final,2020-10-24 19:30:00,2020-10-24 18:30:00,Gabba,Richmond,Geelong,81,50,12,9,7,8,Richmond,6,1
6240,2021,1,Round 1,2021-03-18 19:25:00,2021-03-18 19:25:00,M.C.G.,Richmond,Carlton,105,80,15,15,11,14,Richmond,0,0
6241,2021,1,Round 1,2021-03-19 19:50:00,2021-03-19 19:50:00,M.C.G.,Collingwood,Western Bulldogs,53,69,7,11,10,9,Western Bulldogs,0,0
6242,2021,1,Round 1,2021-03-20 13:45:00,2021-03-20 13:45:00,M.C.G.,Melbourne,Fremantle,80,58,11,14,8,10,Melbourne,0,0
6243,2021,1,Round 1,2021-03-20 16:35:00,2021-03-20 16:05:00,Adelaide Oval,Adelaide,Geelong,103,91,15,13,13,13,Adelaide,0,0
6244,2021,1,Round 1,2021-03-20 19:25:00,2021-03-20 19:25:00,Docklands,Essendon,Hawthorn,91,92,13,13,14,8,Hawthorn,0,0
6245,2021,1,Round 1,2021-03-20 19:45:00,2021-03-20 18:45:00,Gabba,Brisbane Lions,Sydney,94,125,14,10,19,11,Sydney,0,0
6246,2021,1,Round 1,2021-03-21 13:10:00,2021-03-21 13:10:00,Docklands,North Melbourne,Port Adelaide,65,117,9,11,17,15,Port Adelaide,0,0
6247,2021,1,Round 1,2021-03-21 15:20:00,2021-03-21 15:20:00,Sydney Showground,Greater Western Sydney,St Kilda,78,86,11,12,13,8,St Kilda,0,0
6248,2021,1,Round 1,2021-03-21 18:10:00,2021-03-21 15:10:00,Perth Stadium,West Coast,Gold Coast,83,58,12,11,8,10,West Coast,0,0
6249,2021,2,Round 2,2021-03-25 19:20:00,2021-03-25 19:20:00,M.C.G.,Carlton,Collingwood,85,106,13,7,16,10,Collingwood,0,0
6250,2021,2,Round 2,2021-03-26 19:50:00,2021-03-26 19:50:00,Kardinia Park,Geelong,Brisbane Lions,81,80,12,9,11,14,Geelong,0,0
6251,2021,2,Round 2,2021-03-27 13:45:00,2021-03-27 13:45:00,S.C.G.,Sydney,Adelaide,121,88,18,13,11,22,Sydney,0,0
6252,2021,2,Round 2,2021-03-27 16:35:00,2021-03-27 16:05:00,Adelaide Oval,Port Adelaide,Essendon,119,65,18,11,9,11,Port Adelaide,0,0
6253,2021,2,Round 2,2021-03-27 19:25:00,2021-03-27 19:25:00,Docklands,St Kilda,Melbourne,73,91,11,7,12,19,Melbourne,0,0
6254,2021,2,Round 2,2021-03-27 20:10:00,2021-03-27 19:10:00,Carrara,Gold Coast,North Melbourne,98,39,14,14,5,9,Gold Coast,0,0
6255,2021,2,Round 2,2021-03-28 13:10:00,2021-03-28 13:10:00,M.C.G.,Hawthorn,Richmond,49,78,7,7,11,12,Richmond,0,0
6256,2021,2,Round 2,2021-03-28 15:20:00,2021-03-28 15:20:00,Docklands,Western Bulldogs,West Coast,100,93,14,16,14,9,Western Bulldogs,0,0
6257,2021,2,Round 2,2021-03-28 18:10:00,2021-03-28 15:10:00,Perth Stadium,Fremantle,Greater Western Sydney,87,56,11,21,7,14,Fremantle,0,0
6258,2021,3,Round 3,2021-04-01 19:40:00,2021-04-01 19:40:00,Docklands,Collingwood,Brisbane Lions,72,73,11,6,11,7,Brisbane Lions,0,0
6259,2021,3,Round 3,2021-04-02 16:20:00,2021-04-02 16:20:00,Docklands,North Melbourne,Western Bulldogs,39,167,5,9,25,17,Western Bulldogs,0,0
6260,2021,3,Round 3,2021-04-02 19:50:00,2021-04-02 19:20:00,Adelaide Oval,Adelaide,Gold Coast,95,85,14,11,12,13,Adelaide,0,0
6261,2021,3,Round 3,2021-04-03 13:45:00,2021-04-03 13:45:00,M.C.G.,Richmond,Sydney,72,117,10,12,17,15,Sydney,0,0
6262,2021,3,Round 3,2021-04-03 16:35:00,2021-04-03 16:35:00,Docklands,Essendon,St Kilda,143,68,22,11,9,14,Essendon,0,0
6263,2021,3,Round 3,2021-04-03 20:10:00,2021-04-03 17:10:00,Perth Stadium,West Coast,Port Adelaide,108,71,16,12,11,5,West Coast,0,0
